HeadwordID	Headword	HomonymNumberID	WordClassID	SenseNumberID	Definition
27634	cut	1	1	1	early European alteration of Ma. kati (W.103, 4n. <i>Barrier, boundary, pale</i>) used in the expression put a cut on (sthg). 
32190	marae	1	1	12	early examples in Cook and Monkhouse may be using the Tahitian sense, mistakenly applied by the informant
42330	Southern Island	1	1	1	early form of South Island
17023	few de joy	1	1	1	early Imperial soldiers' alteration of feu de joie 
13101	early cup	1	1	1	early morning tea 
21726	rattan	1	1	1	early name for supplejack
754	Middle Island	1	1	1	early name for the South Island
32131	Marion 	1	1	1	Early nickname for `Frenchman'; in pl. `The French'. cf WIWI (from Marion du Fresne, a French Captain killed, with his crew, in a Maori revenge attack, 182?) esp. the TRIBE OF MARION, trans. from Maori 
10504	Auckland cove	1	1	1	early nickname for an Aucklander
14927	garden of New Zealand	1	9	1	early occasional name for Taranaki
50389	priest	1	1	2	early Pakeha term for tohunga q.v.
47581	sticky shearing	1	1	1	early shearing, when the yolk in sheeps� fleecewool has not risen. 
21808	roe-roe	1	1	1	early spg of RAURAU 
35417	Pinus insignis	1	1	1	early term for radiata pine
25571	King's Country	1	1	1	early variant of King Country
30530	toria	1	1	1	early variant of torea (stilt)
38106	blueskin	1	1	1	early whalers' nickname for a tattooed Maori
19339	duck	1	1	25	Early, of various native spp.; now, also introduced spp., ?esp. the mallard gen sp 
45951	lamb-marking	1	1	1	earmarking, castration and tailing or docking of the tails of lambs [mainly S.I.]. 
44354	bush soil	1	1	2	earth fortified with wood ash and humus from native bush. 
34110	Papa	1	1	1	earth goddess in M�ori creation myth, wife of Rangi the sky god. 
7658	Papatuanuku	1	1	1	earth goddess in M�ori creation myth, wife of Rangi(nui) the sky god. 
2720	shake	1	1	1	earthquake
31592	shake-up	1	1	1	earthquake
33430	mumu	1	1	1	earthquake
12358	EQC	1	39	1	Earthquake & War Damage Commission
49065	EPB	1	39	1	earthquake-prone building
20138	on one's head	1	9	1	easily
27522	Coast	1	12	25	East Coast
7467	drive-on	1	12	1	easy access by car                               
33921	push-bike country	1	9	1	easy country, lowish 
13118	eat	1	13	48	eat out of tins/out of a frying pan, said of people who do not bother to cook a wholesome meal from laziness or ignorance; cf tin-opener wife
13120	eat	1	13	70	eat somebody without salt (and pepper), to be able to overcome easily; to `gobble up'; to have for breakfast
29255	snackery	1	1	1	eating place
19882	hash-foundry	1	1	1	eating-house, restaurant; hash-house
28896	tai pari	1	1	1	ebb tide
13075	Ech	1	1	1	echelon, esp. as a suffix in compound. See B-Ech; First Ech. 
32289	greenmail	1	13	1	ecological blackmail
9701	Closer Economic Partnership	1	9	1	economic pact with Singapore etc.
15183	EVA	1	39	1	Economic Value Added
14160	cow class	1	1	1	economy class air travel; variant of cattle class
6937	kennel class	1	1	1	economy class on an airplane; variant of general English cattle class
21864	eckie	1	1	1	Ecstasy
13092	eaglewist	1	1	1	edelweiss
32555	miko	1	1	1	edible heart of the leaf sheath, or young shoot, of the NIKAU PALM <i>Rhopalostylis sapida. </i>
41854	smallgoods	1	1	1	edible meat by-products
33421	muka	18	1	1	edible part of nikau
26256	koware	1	1	1	ediBle raupo root 
34381	wild parsley	1	1	25	edible weed
7048	ERO	1	39	1	Education Review Office
25187	Father of the Nation	1	9	1	Edward Gibbon Wakefield
29558	Teddy Woodbine	1	1	1	Edward, Prince of Wales, later Edward VIII (cf. WOODBINE)
3548	hinaki	1	1	1	eel trap
37604	EMTR	1	39	1	effective marginal tax rate
10407	queenie	1	12	1	effeminate; soft
2776	cackle-berry	1	1	1	egg
4349	hen-fruit	1	1	1	eggs
167	akker/acker	1	1	1	Egyptian low value coin
1420	Gyppies	1	1	1	Egyptians
5007	superannuation	1	1	1	either government superannuation (for retired state servants) or New Zealand/national superannuation (now for all at age 65 )
578	Nippon clipon	1	1	1	either of the Auckland Harbour Bridge extensions
12792	jade	1	1	12	Either of two types of hard, usually green, fine-grained minerals, used as an ornamental stone or in jewellery; in New Zealand formerly, now occasionally, applied to greenstone; =greenstone.
15485	goodooverie	1	1	1	Elaboration of doover, doofer, gadget; thingumebob; any small object. 
18164	full as the family po	1	9	1	elaboration of full as a po (P8: po 2. earlier C. 20) very drunk. 
29844	thrumbo	1	1	1	elaboration of thrum 
35070	flubble	1	13	1	elaboration of to flub, i.e. to bungle or flounder over something
3522	ringbarked	11	12	1	elderly
3680	gummy	1	1	1	elderly person?
6668	overhang	11	1	1	electoral situation
46711	power fencing	1	1	2	electric fencing [a NZ-trademarked name.]
8952	sparkie	1	1	1	electrician
20364	hickey	18	1	1	electricians' tool
26626	Electricorp	1	1	1	Electricity Corporation
10187	ECNZ	1	39	1	Electricity Corporation of New Zealand
30311	oonst	1	1	1	electronic dance music?
25140	epirb	1	39	1	electronic position-indicating radio beacon
43284	worm	1	1	1	electronic TV on-screen indicator of audience approval or disapproval of speaker
50317	eWananga	1	1	1	electronic wananga, online access to Te Whare Wananga o Awanuiarangi (Whakatane) 
14819	number	1	1	12	elementary arithmetic taught to children in primary school 
35662	plantain	11	1	25	elk horn plantain
3934	God's own	1	1	1	ellipsis of God's own country 
17010	pull finger	1	9	1	ellipsis of pull your finger out. -->1988 July Pull finger! as an addressed ejaculation to someone who was saying something the hearer thought silly: used by women: p.c. Laurie Bauer (Wellington) -->cf P( pp.1199-1200 -->cf Cohen, J.M. and M.J. Penguin Dictionary of Modern Quotations 1971 Harmondsworth 67 Duke of Edinburgh speech 17 Oct 1961 ... I think it is about time we pulled our finger out
26598	Cape	1	1	1	ellipt. for Cape gooseberry
28103	Cooker	1	1	1	ellipt. for Captain Cooker
27201	chou	1	1	1	ellipt. for chou moellier
27259	circular	1	1	1	ellipt. for circular saw. 
18601	diamond	1	1	1	ellipt. for diamond-back(ed) flounder.
18895	Dominican	1	1	1	Ellipt. for Dominican gull. 
13219	eight	1	1	1	Ellipt. for eight-ounce--> beer (glass).
13350	express	1	1	1	Ellipt. for express wagon. 
19462	habitual	1	1	1	ellipt. for habitual criminal. 
7211	Cross, the	1	1	1	ellipt. for the Southern Cross (constellation).
7148	gidday/g'day	1	23	1	elliptical and var. forms of good day
22241	hundy	1	1	1	elliptical for "a hundred per cent"
39899	sarvo	1	17	1	elliptical for "this arvo"
17022	few in, a	1	9	1	elliptical for a few beers, an understatement for `many'; esp. .bd;have, get a (good) few (in)
21389	raker	1	1	25	elliptical for gully-raker
16448	gummy	22	1	1	Elliptical for gummy-shark
45873	Kaimanawa	1	1	1	elliptical for Kaimanawa horse
37579	bird	11	1	1	elliptical for muttonbird
26094	packhorse	1	1	1	elliptical for packhorse crayfish q.v.
21910	red	11	1	1	elliptical for red cent in negative construction (still extant)  not to have a red cent (cf RAZOO) 
28960	tailor	1	1	1	elliptical for tailor-made
20414	tiki	1	13	1	elliptical for tiki-tour
5445	wrybill	1	1	1	Elliptical for wrybill(ed) plover; also called <i>ngutu parore</i> a bird which lives on some shingle riverbeds and mudflats and is the only species with a bill bent to one side
11197	yellowfin	1	1	1	elliptical for yellowfin(ned) tuna q.v.
41229	shovel	19	1	1	elliptical shovel and broom
36896	bank	1	1	1	embankment (as distinct from the specially constructed grandstand) of many NZ sports (esp. rugby union) fields, often associated with rowdy spectators 
8961	whakama	1	12	1	embarrassed, ashamed; shy
41307	shrink	11	1	1	embarrassment
32220	marnice	1	1	1	embarrassment 
8707	come out	1	13	1	emigrate to New Zealand
27671	like a cut cat	1	9	1	emphasising a speedy (or vigorous) action, an apter and more usual rendering of 'like a scalded cat/a cat on hot bricks'. 
22625	rorter-snorter	1	1	1	emphatic form of rorter q.v. (cf. rip-snorter)
42140	so	1	17	1	emphatic, as in it is so, it does so 
19719	hand	11	1	1	employee
9721	EMA	1	39	1	Employers and Manufacturers Association
43591	farm handing	1	1	1	employment as a farm hand 
9168	ECA	1	39	1	Employment Contracts Act - replaced by Employment Relations Act (ERA)
9516	ERA	1	39	1	Employment Relations Act. This replaced the Employments Contracts Act (ECA)
9544	ERB	1	39	1	Employment Relations Bill
11306	lanky	1	12	1	Empty (of money); broke
34221	wash up	1	13	1	end up
28516	text dump	1	1	1	ending a relationship by text message
21555	EECA	1	39	1	Energy and Efficiency Conservation Authority
38423	community work	1	1	1	enforced (by law) service or labour in one's community
28603	on the cross	1	9	1	engaged in dishonest practice. 
18622	Diet	1	1	1	England
25674	Kipperland 	1	1	1	England, the UK
25870	mother country	1	1	1	England; later, Britain, the UK. Used as a sentimental expatriates' term from almost the beginning of settlement, and as an indication of the nature of the ties of loyalty to Britain. Since WW2 would, I think, be generally regarded as too sentimental for born-Kiwi use, and more suited to recent, unassimilated immigrants. Cf. Home 
16723	fatherland	1	1	1	England.
24433	Woodbine	1	12	1	English
43832	artificial grass	1	1	2	English or non-indigenous grass. 
27898	colonial	1	1	1	English used in the colony of NZ
27167	cold chain integrity	1	9	1	ensuring a cold temperature regime is kept unbroken
9344	intergenerational equity	1	1	1	ensuring future generations pay for communal assets they will benefit from
49069	Carter-mania	1	1	1	enthusiasm for Daniel Carter, All Black five- eighth
21792	rave	11	1	1	enthusiastic conversation or monologue
50092	put-in	1	1	1	entry point on a river (in kayaking)
50917	EPA	1	39	1	Environmental Protection Authority
7039	ERMA	1	39	1	Environmental Risk Management Authority
28364	extremoenzyme	1	1	1	enzymes from extremophile micro-organisms
7690	mate urutaa	1	1	1	epidemic, hence Spanish flu
43525	EGGS	1	39	1	Epsom Girls' Grammar School
44416	calfarama	1	1	2	equipment and system for mass-feeding of calves.
44417	calfetaria	1	1	2	equipment and system for mass-feeding of calves. 
37089	whip finisher	1	1	1	equipment for tying fly-fishing knots
37312	billied	1	12	1	equipped with a billy.
24584	transmitterised	1	12	1	equipped with a transmitter
18802	dogged	1	12	1	equipped with, possessed of working dogs.
13157	EFTS	1	39	1	equivalent full-time students
20646	home and hosed	1	9	1	equivalent of Brit. home and dry
27007	cheese buster	1	1	1	equivalent to present-day cheese straws
32406	melties	1	1	1	equivalent to present-day melting moments -
34567	peanut crumples 	1	1	1	equivalent to present-day peanut brownies
30108	tipsy cake	1	1	1	equivalent to present-day trifle without fruit 
45554	gully heading	1	1	2	erosion at the head of a valley where a whole hillside is inclined to slip downwards. 
18640	dig-out	1	1	1	Err:501
17646	flopping	1	12	1	Err:508
22011	rearing	1	12	1	Err:508
24216	wig	1	1	1	Err:508
34644	penny orange	1	1	1	Err:508
270	shingly country	1	1	1	Err:509
1437	sprung	1	23	1	Err:509
1584	kanga wai	1	1	1	Err:509
2112	kaanga wai	1	1	1	Err:509
3245	Native war	1	1	1	Err:509
3796	silver king	1	1	1	Err:509
3843	harrier hawk	1	1	1	Err:509
3865	public servant	1	1	1	Err:509
3898	black ferntree	1	1	1	Err:509
3994	kitchen party	1	1	1	Err:509
4194	Scratch Kiwi	1	1	1	Err:509
4502	Sao biscuit	1	1	1	Err:509
4614	Continuous Government	1	1	1	Err:509
4732	Neptune's necklace	1	1	1	Err:509
5107	Maori scone	1	1	1	Err:509
5507	Native King	1	1	1	Err:509
5570	korimako	1	1	1	Err:509
5651	sand plover	1	1	1	Err:509
5707	Chinaman	1	1	1	Err:509
6369	iggery	1	1	1	Err:509
6835	surf lifeguard	1	1	1	Err:509
7318	overing	1	1	1	Err:509
7682	oxalis	11	1	1	Err:509
7745	community card	1	1	1	Err:509
10761	Art Union	1	1	1	Err:509
10784	white arum	1	1	1	Err:509
11052	Land Wars	1	1	1	Err:509
11129	crimson mistletoe	1	1	1	Err:509
11801	calla lily	1	1	1	Err:509
12501	island lily	1	1	1	Err:509
12562	underbrush	1	1	1	Err:509
12683	used up	1	12	1	Err:509
12722	Jacks	1	1	1	Err:509
12791	Jacky	1	1	1	Err:509
12944	jo jo weed	1	1	1	Err:509
14175	Native difficulty	1	1	1	Err:509
14199	Native question	1	1	1	Err:509
14254	New Zealand Wars	1	1	25	Err:509
14914	gang splash	1	1	1	Err:509
16406	Buller's gull	1	1	1	Err:509
16407	Dominican gull	1	1	1	Err:509
16409	kelp gull	1	1	1	Err:509
16410	kittywake gull	1	1	1	Err:509
16411	large gull	1	1	1	Err:509
16412	little gull	1	1	1	Err:509
16413	mackerel gull	1	1	1	Err:509
16541	rock gurnard	1	1	1	Err:509
16543	box gurnard	1	1	1	Err:509
16549	Japanese gurnard	1	1	1	Err:509
16669	farmers' butter	1	1	1	Err:509
16757	feather box	1	1	1	Err:509
16773	feet	1	1	1	Err:509
16892	pig fern	1	1	1	Err:509
16895	Prince of Wales's fern	1	1	1	Err:509
16898	ring fern	1	1	1	Err:509
16989	fern tree	1	1	1	Err:509
17656	diamond flounder	1	1	1	Err:509
17661	freshwater flounder	1	1	1	Err:509
17667	mud flounder	1	1	1	Err:509
17669	river flounder	1	1	1	Err:509
17673	yellowbelly flounder	1	1	1	Err:509
17679	square flounder	1	1	1	Err:509
17681	three-corner flounder	1	1	1	Err:509
17682	tinplate flounder	1	1	1	Err:509
18225	Daffodil Hill	1	1	1	Err:509
18583	devil's stink egg	1	1	1	Err:509
18825	dogfish	1	1	1	Err:509
18828	brown dogfish	1	1	1	Err:509
18830	spotted dogfish	1	1	1	Err:509
18844	Kirk's dogfish	1	1	1	Err:509
19002	black oreo dory	1	1	1	Err:509
19326	mountain duck	1	1	1	Err:509
19338	white-winged duck	1	1	1	Err:509
19743	woolly tree fern	1	1	1	Err:509
19841	hard lot	1	1	1	Err:509
19990	heckashin/heckashun	1	17	1	Err:509
20333	high lands	1	1	1	Err:509
20543	alpine parakeet	1	1	1	Err:509
20871	horror house	1	1	1	Err:509
21394	go ram's horn	1	9	1	Err:509
21841	riflebeak	1	1	1	Err:509
21937	red bottom 	1	1	1	Err:509
22012	rearing	1	12	1	Err:509
22037	whipray	1	1	1	Err:509
22158	returned man 	1	1	1	Err:509
22437	black wood robin	1	1	1	Err:509
23162	Warden	1	1	1	Err:509
23999	white joker	1	1	1	Err:509
24391	wooden rose	1	1	1	Err:509
24470	off the wool	1	9	1	Err:509
24654	that would be	1	9	1	Err:509
24722	green wren	1	1	1	Err:509
24754	kaha	18	1	1	Err:509
24997	karaka date	1	1	1	Err:509
25514	kuri dog	1	1	1	Err:509
25573	King Dick	1	1	59	Err:509
26272	crimson kowhai	1	1	1	Err:509
26315	kukupa	1	1	1	Err:509
26373	cabbage-garden hat	1	1	1	Err:509
26634	Captain Cook's ropes	1	1	1	Err:509
26636	captain's biscuit	1	1	1	Err:509
26704	carrot weed	1	1	1	Err:509
26727	Captain Cook	1	1	1	Err:509
26976	changing shed	1	1	1	Err:509
27220	beer barn	1	1	1	Err:509
27340	Cloudy Bay cod	1	1	1	Err:509
27697	coffeeberry 	1	1	1	Err:509
28075	Australasian coot	1	1	1	Err:509
28360	like hot spuds	1	9	1	Err:509
28578	smoothtail crayfish	1	1	1	Err:509
28637	swine cress	1	1	1	Err:509
28855	bronze cuckoo	1	1	1	Err:509
28856	bronze-wing(ed) cuckoo	1	1	1	Err:509
29497	tea plant	1	1	1	Err:509
29524	Auckland Island teal	11	1	1	Err:509
29899	ti-shrub	1	1	1	Err:509
30289	toetoewhatumanu	1	1	1	Err:509
30763	trace high	1	9	1	Err:509
30916	southern bluefin tuna	1	1	1	Err:509
31126	northern tuna	1	1	1	Err:509
31130	southern tuna	1	1	1	Err:509
31462	English mackerel	1	1	1	Err:509
31699	makuwhiti	1	1	1	Err:509
31872	pink maomao	1	1	1	Err:509
32414	meal and water	1	1	1	Err:509
32452	do one's melon	1	9	1	Err:509
32814	mist flower	1	1	1	Err:509
33203	morning glory	1	1	1	Err:509
33381	mud grubber/mud-grubber gurnard	1	1	1	Err:509
34583	Waitangi industry	1	1	1	Err:509
34643	penny-ha'penny 	1	1	1	Err:509
35060	pigeon	1	1	1	Err:509
36408	Antarctic prion	1	1	1	Err:509
36463	pua o te reinga	1	1	1	Err:509
37251	beneficiary island	1	1	1	Err:509
37533	red birch	1	1	1	Err:509
37542	white birch	1	1	1	Err:509
37737	black pudding	1	1	1	Err:509
37896	boundary watcher	1	1	1	Err:509
38007	blowfly strike	1	1	1	Err:509
38274	big-spined boarfish	1	1	1	Err:509
38485	bosun bird	1	1	1	Err:509
38539	boundary shepherd	1	1	1	Err:509
38606	boxwood	1	1	1	Err:509
39041	bun loaf	1	1	1	Err:509
39936	sandpaper fish	1	1	1	Err:509
40895	fluttering shearwater	1	1	1	Err:509
40897	grey-backed shearwater	1	1	1	Err:509
40898	little shearwater	1	1	1	Err:509
40901	New Zealand shearwater	1	1	1	Err:509
40902	pale-footed shearwater	1	1	1	Err:509
41451	silverise	1	13	1	Err:509
41678	skipjack	18	1	1	Err:509
41924	smoke social	1	1	1	Err:509
42413	spare the crows	1	23	1	Err:509
42564	wild spinach	1	1	1	Err:509
43067	stay foot	1	1	1	Err:509
43201	stinking bug	1	1	1	Err:509
43202	stinking corn	1	1	1	Err:509
50001	hikoi pahi	1	1	1	Err:509
50608	dusky shearwater	1	1	1	Err:509
50609	long-tailed shearwater	1	1	1	Err:509
4822	message	18	1	1	errand, shopping esp. run/go messages 
36083	popihui	1	1	1	erron. for popohui?
14303	ngoru-ngoru	1	1	1	erroneous
10251	alla	1	1	1	error for aua. 
16312	grum	1	12	1	error for grim? or representing NZ pronunciation?
20515	Hokonui Swindle	1	1	1	error for Hokitika swindle, a bar-game played with the numbers on bank-notes.  ca1974 Wellington: used in De Brett hotel bar 
17290	five o'clock swill	1	1	1	error for six o'clock swill
38037	blue	1	1	1	error, blunder, bloomer (unfortunate, unconscious) (esp. make a blue) 
6685	scarper	1	13	1	escape
30394	see Tommy	1	9	1	escape (from prison) 
23147	wallflower	1	1	1	escaper
36089	Californian poppy	1	1	1	eschscholtzia, johnny-go-to bed
36287	prad	1	13	1	esp <i>to prad along</i>, take it easy; go at an easy, or steady and comfortable, pace 
32535	mental	1	1	12	esp at the, in the mental 
30963	trimmings	18	1	1	esp of meals at hash-houses or pie-carts, with the usual extras (sc. fried onions, tomatoes, etc with grills (chips were not considered trimmings but a concomitant of the grill); peas and mashed potatoes with meat pies) 
29018	taipo	1	1	59	esp. (?West Coast) a name for a (?dangerous) river (see also 1957 citation in 3. below: and get Haast etc. citations)
31293	tutu	11	1	25	esp. <i>C. sarmentosa, C. aborea</i> 
38345	bollock	1	12	1	esp. <I>stark bollock(y)</I>, naked (also @n<I> in the bollocky</I>).
38488	bot	11	1	12	esp. a cold, the flu (esp. with coughing fits); catch, have the bot to become, feel unwell
12961	job	1	1	1	Esp. a proper job-->, a mess, the worse for wear (for being drunk, exhausted, beaten up, etc).
41240	shout	11	1	37	esp. a round of drinks in a school
14920	gap	1	1	1	Esp. across the gap,  the Tasman Sea. See also other side. 
41200	shit and Tommy	1	23	1	esp. as an exclamation of disgust or impatience
34614	pen	18	1	37	esp. as get a pen, be given a pen
11620	loused up	1	12	1	esp. as get loused up: get drunk
13943	outside	18	17	1	esp. GO OUTSIDE, to go outside the Sounds into the Strait; beyond the Entrance
13077	Hog	1	1	25	esp. Harley Davidson rider or bike
21148	huia	1	1	25	esp. huia feather
42666	sport	11	1	12	esp. in be a sport
5549	line	1	1	1	esp. in cut a line, i.e. a survey line, or line of road (road line); a bush track or road; cf. road line 
8592	kangaroo-court	1	13	1	esp. in passive be kangaroo-courted: be called before an unofficial court
22076	relief	1	1	1	esp. in phrase on relief: doing relief work
15252	half-cocked	1	12	1	esp. in the expression  go off half-cocked, common in NZ since at least the 1940s. 
31827	mangrove	1	1	12	esp. mangrove flat(s), mangrove swamp 
17128	First Four Ships	1	1	1	esp. of Canterbury settlement, the four earliest emigrant ships
22793	rumble	1	13	1	esp. of gangs, to fight; to raid, attack 
205	interprovincial	1	12	1	Esp. of sporting contests, or rivalries, between the NZ provinces, or pairs of them.
9937	akeake	1	1	1	esp. on the Chatham Islands. Also akeake or ake(-)ake, occas. ake (??the main use on the Chatham Islands). 
2865	pikau	11	1	25	esp. one made of a sugarbag
1339	papa	11	1	1	esp. papa rock, a bluish calcareous marl found in the North Island. 
35509	piss	11	1	12	esp. post-WW2, a common and frequent term for any alcoholic liquor not merely `weak drink', as Part. 1914 ca +.
19081	down-country 	1	12	37	esp. South Island, of or pertaining to the flatcountry away from the mountains or hills
20790	homestroke	1	1	1	Esp. suffer a homestroke, a breakage of china, a broken cup, etc. 
27635	cut	11	1	1	esp. take a cut (of a mob, etc.), a mob of sheep or cattle `cut out' or detached from the main mob for usu. some purpose, 
41074	Shield	11	1	1	esp. the Ranfurly Shield (an interprovincial rugby union trophy); occas. the Plunket Shield q.v. (a former interprovincial cricket trophy). also attrib. or comb: esp. SHIELD GAME, SHIELD MATCH) (cf. LOG-OF-WOOD) see also PLUNKET SHIELD, RANFURLY SHIELD [The Ranfurly Shield was presented by His Excellency the Earl of Ranfurly, Governor [?General] of New Zealand and patron of the NZ Rugby Football Union September 13 1902]
29186	tangi	11	1	114	espec. a booze-party 
22772	rubber ring	1	1	1	espec. in pl. (slices of) luncheon sausage. 
21356	Rafferty('s) rules	1	1	1	espec.(BE) RUN ON RAFFERTY RULES, of a game, a household, a raffle, etc, (be run) without a sense of order, method, correctness, etc; with no rules at all
9517	wet bus ticket	1	1	1	especially in the phrase a slap on the wrist (or hand) with a wet bus ticket: a merely token rebuke or punishment
43508	Kiwiness	1	1	1	essential New Zealand quality
50156	rag-planting	1	1	1	establishing of a newspaper.
9901	age	1	13	1	estimate a sheep's age from the number of its teeth. 
45060	EBV	1	39	2	estimated breeding value, a measure of animal breeding criteria. 
29050	tallow-wood	1	1	1	eucalyptus 1884
5974	whalefeed	1	1	1	Euphausiid crustacea
27209	Christchurch/by Christchurch	1	23	1	euphemism for (by) Christ! 
3624	bulldust	1	1	1	euphemism for <i>bullshit</i> lies, rot, nonsense; boasting - as a noun or as an exclam. (<i>Bullswool </i>is another variant; the politest is the innocuous Bovril; cf. also bull, heifer dust). 
3073	cookered	1	12	1	Euphemism for buggered?
17766	fog	1	13	1	euphemism for fuck 
20040	help	1	23	1	Euphemism for hell 
15191	gluepot	18	1	1	Euphemism for pisspot. [nf dicts.] 
15148	glad rags	1	1	1	euphemism for sanitary pads 
29762	thistle	18	13	1	euphemism for scouting for or shooting Maoris 
30466	long in the tooth	1	9	1	euphemism for short of cash; broke
42438	sparrow-hiccough	1	1	1	euphemism for sparrow-fart 
43099	stick up for auction	1	9	1	euphemism for stick (it) up your arse, to have done with (something) 
35030	pig's Christmas parcel	1	23	1	euphemism or rhyming slang for pig's arse(-hole), and kiss my arse(-hole), an exclamation of disbelief.
5119	bullshipper	1	1	1	euphemistic for bullshitter
40037	scissors	1	23	1	euphemistic for shit
38401	boozelum	1	1	1	euphemistic or hypocoristic for `booze'.
32719	milkweed	1	1	12	Euphorbia <i>spp; ? Brit </i>cow-parsley; <i>(SUN-)SPURGE </i>
42760	sun spurge	1	1	1	Euphorbia glauca
6843	Palagi 	1	12	1	European (equivalent to Pakeha)
13308	English	1	1	48	European; =Pakeha.
29536	teatime	1	1	1	evening meal 
27967	bearing	1	12	1	everted internal organs in a sheep or cow; a prolapsed vagina
38563	whole box and dice, the	1	9	1	everything; `the whole works' 
8561	good as gold	1	9	1	everything's fine, right as rain
43600	multiple	1	1	1	ewe pregnant with multiple lambs
43601	single	1	1	1	ewe pregnant with single lamb
23584	wet sheep	1	1	25	ewes in lamb, or capable of lambing
48318	works lambs/works ewes	1	1	2	ewes or fat lambs destined for slaughter at a freezing works. 
46448	our muttons	1	9	2	exceedingly well favoured. 
13338	ex	1	23	1	excellent
21174	beaut and hummer	1	9	1	excellent
32620	mighty	1	12	1	excellent, fine; also an exclamation of approval or agreement
24316	wizard	1	12	1	excellent, super, GROUSE, popular in NZ (as elsewhere, see P8) during and immediately after WW2 from esp. RAF use 
9405	EBA	1	39	1	Excess Breath Alcohol
21040	hot	1	12	1	excessive, unreasonable
5475	shield fever	1	1	1	excitement generated by an upcoming Ranfurly Shield game
16178	gripper	18	12	1	Exclam ??is this really RIPPER [check.]
38937	bugger me Charlie	1	23	1	exclamation (usu. of surprise, shock etc).
33268	my  arse	1	23	1	exclamation of disbelief or abuse. Perhaps felt as an abbrev. of the frequent <>i>kiss my arse!</i> or <i>up my arse!. </i>
20207	put one on the heavy jacket	1	9	1	exclude, ostracise (var. of put on the coat) 
42466	special-to-you-Kiwi	1	12	1	exclusive
28706	crouch	1	1	1	excrement
38351	bomb	9	1	1	excrement (sometimes `fart', as in drop a bomb). 
542	cack	1	1	1	excrement (still current in NZ, like poop, poss. regarded as a nursery term)
18863	donie	1	1	1	excrement; poo
7456	baked	1	12	1	exhausted
8053	tuckered out	1	12	1	exhausted
34552	peaked	1	12	1	exhausted
7403	rooted	1	12	1	exhausted, done in; worn out, clapped out
25975	knocked up	1	12	25	exhausted, fatigued
9272	stuffed	1	12	1	exhausted, ruined, beaten, useless
39481	bushed	20	12	1	exhausted, tired out
19870	Harry (Flakers) 	1	12	1	exhausted; completely intoxicated (H.W.O. first heard this in NZ ca1960's in a university context). 
48452	bushed	1	12	3	exhausted; doggo.
3917	euchred	1	12	1	Exhausted; done in; ruined. 
19402	duffered	1	12	12	exhausted; ended. 
12724	jagged	1	12	1	Exhausted. 
44380	bushwhacked	1	12	1	exhausted. 
49444	sub-ice	1	12	1	existing under the ice (Antarctica)
3076	EA 	1	39	1	Expatriate Assignment
34972	pie on/at	1	9	1	expert at, very good at. 
50676	No 8 wire ingenuity	1	1	1	expertise at fixing equipment etc. with little or no technical support [attributed to New Zealanders].
43278	metaller	1	1	1	exponent of metal music
21994	you wouldn't read about it	1	23	1	expressing a range from chagrin to tolerant surprise that such things could happen: `you wouldn't believe it!' 
23444	way the devil	1	9	1	expressing a strong sense of distance
11097	you do that	1	9	1	expressing agreement with a suggested action
10509	aue	1	23	1	expressing astonishment or distress; alas!
28781	stone/starve/stiffen the crows	1	23	1	expressing astonishment, disbelief, or disgust. 
22199	put a ring around 	1	9	1	expressing certainty, strong agreement, etc. [? from hoop-la; or from ringing e.g. a calendar or diary date; or marking off something as one's own] 
37641	bite your bum(, go)	1	23	1	expressing contemptuous dismissal
38912	fair buck	1	23	1	expressing disbelief, incredulity, or an appeal for fair play or a fair hearing
143	that'll be the day	1	9	1	expressing doubt, disapproval, etc., of a statement or request; used ironically for something most unlikely to happen.
50806	go to market	1	23	1	expressing exasperation or anger; go to blazes
6400	wouldn't it	1	23	1	expressing exasperation or disgust : since WW2 used alone or in various exclamations of disgust (often with rising tone or stress), pained surprise (often with falling tone), as a shortening or alteration of (e.g.) <i>wouldn't it make you sick</i> (in the longer collocations, IT often replaced by THAT: 
37102	beazer	1	12	1	expressing excellence, superiority; beaut, bonzer, corker, grouse. 
11566	not take one's lolly for laughing	1	9	1	expressing satisfaction or confidence. 
10727	up the cook's arse	1	23	1	expressing violent disagreement or disbelief. 
38938	bugger that for a joke	1	23	1	Expression of disapproval, or refusal; `Like hell!', `You go to hell'. 
12391	EOI	1	39	1	expression of interest
20121	I'll go he	1	23	1	expression of surprise etc. 
32930	mob	1	1	25	extended to groups of any living things
19932	hatter	11	1	25	extended to other occupations, a solitary person
9650	EAB	1	39	1	External Assessments Bureau
17733	flushing	1	1	1	extra feeding before joining to help stimulate ovulation in the ewe 
30448	ECW	1	39	1	extreme cold weather gear
43889	bad tupping weather	1	9	2	extreme weather during tupping that causes rams to lose interest in their task. 
50758	Coromandel striped gecko	1	1	1	extremely rare and elusive gecko found on Coromandel Pennisula.  
50486	world famous in New Zealand	1	9	1	extremely well known throughout the nation.
24986	kanohi	1	1	1	eye
13370	eye-wig	1	13	1	eye clip @v.
24293	wink	1	13	1	eye-clip
11638	looking gear	1	1	1	eyes (cf. laughing gear) 
15058	figjam	1	39	1	f*** I'm good, just ask me
51117	whitebait net	1	1	1	fabric with which to make a net for catching whitebait
16577	face-grease	1	1	1	face-cream
3170	creamery butter	1	1	1	factory butter; or at least contrasted with dairy butter
